Solution_ID,Text,Embedding
452,"Matériel roulant, d'économie de carburant, Meilleure qualité de pneu Très faible résistance au roulement","[ 2.6011512   0.01843983  0.05052065 ...  1.2932806  -0.70906633
  0.5953498 ]"
453,"Gestion et pilotage, Informations pour améliorer la conduite Consommation réelle connue pour chaque trajet",[1.8465729  0.13949679 0.99554276 ... 0.9301139  0.2193093  0.22184151]
454,"Maintenance, Réduction des émissions de CO2 Prologation de la durée de vie du véhicule","[-0.25548995  0.21742037  1.5902714  ... -0.34242377  0.3735555
  0.34147912]"
455,"Gestion et pilotage, Suivi d'un chauffeur (une carte privative) : conduite, consommation de carburant","[ 2.2190092  -0.25952828  1.1506628  ... -0.4804013  -0.9411144
 -0.8865265 ]"
456,"Matériel roulant, d'économie de carburant, Meilleure qualité de pneu Très faible résistance au roulement","[ 2.6011512   0.01843983  0.05052065 ...  1.2932806  -0.70906633
  0.5953498 ]"
457,"Report modal, Adaptation des transports aux différentes UTI, de gain énergétique pour transporter une tonne utile. (pas de gain sur le coût par contre), Pas de chargement/déchargement à effectuer lors de transport de marchandises par différents moyens (bateau, camion)","[ 1.3486993   1.5817387  -1.0369112  ... -0.08417479 -0.8425536
 -0.5502934 ]"
458,"Report modal, Désengorgement des autoroutes Transport plus propre que le camion","[ 0.710592    0.24571694  0.14005886 ...  0.0298676  -1.2014184
 -0.91853833]"
459,"Report modal, Transport fluvial moins polluant que routier Désengorgement des autoroutes et voies ferrées","[ 0.27225333  1.0005026   0.18976231 ... -0.01001527 -0.9753314
 -1.0065315 ]"
460,"Report modal, Transport fluvial moins polluant que routier Désengorgement des autoroutes et voies ferrées","[ 0.27225333  1.0005026   0.18976231 ... -0.01001527 -0.9753314
 -1.0065315 ]"
461,"Matériel roulant, Recharge de la batterie du groupe autonome, Bloc autonome Réglage de la température souhaitée","[ 1.3746836   0.36836278  0.66973406 ...  0.5117198  -0.94231
  0.38662925]"
462,"Matériel roulant, Branchement sur la batterie du véhicule, Pas de recharge de batterie à effectuer pour le système frigorifique Réglage de la température souhaitée","[ 1.3703575   0.18987021  0.08432272 ... -0.01551184 -1.4950649
 -0.00936582]"
463,"Maintenance, de carburant tous les 100 km, Réduction de la consommation de carburant Prolongation de la durée de vie du véhicule","[ 0.29982117  0.5483507   2.6567874  ...  0.17833968  0.24038333
 -0.44534665]"
464,"Ecoconduite, Il faut prévoir le coût de la formation ainsi que l’organisation interne. Les gains disparaissent rapidement après la formation initiale. Il est nécessaire de planifier des formations de rappel., économie de carburant. Gains maxi en ville., Baisse de la sinistralité (accidents) Optimisation du temps de travail Moindre usure des véhicules","[ 0.99742067  0.4115794   0.8748628  ...  0.12800886  0.18848738
 -0.8130232 ]"
466,"Covoiturage, Coordination entre covoitureurs, Réduction du nombre de voitures sur les routes (réduction de GES) Création de liens sociaux entre covoitureurs","[ 2.3019757  -0.61275756  1.4434103  ...  0.6478372   0.08737934
 -0.54589266]"
468,"Gestion et pilotage, Gestion des véhicules disponibles en fonction des personnes et des déplacements, Planification de l'utilisation des véhicules Entretien du parc automobile (gestion des contrôles techniques, etc...)","[ 2.454955    0.48590392  0.0638291  ... -0.28326717 -0.8187985
 -0.57311004]"
469,"Maintenance, Respecter le planning d'entretien, Maintien du système en bon état Réduction des émissions de GES Réduction de la consommation en carburant",[0.87353426 1.177896   0.8923348  ... 0.18911263 0.20848003 1.5080547 ]
470,"Maintenance, de diminution de la consommation de carburant pour un défaut de parallélisme de 1° réglé, Diminue le risque de dérapage ou d'aquaplaning Diminue la distance de freinage","[ 1.0472453   0.41986635  1.6075058  ...  0.56842214 -0.14977461
  0.421883  ]"
471,"Covoiturage, Gérer tous les déplacements du personnel d'une grande entreprise, Adaptation du mode de transport au voyage","[ 2.2927735   0.22794259  0.25668988 ...  0.25853363 -0.01607976
 -1.9628683 ]"
472,"Gestion et pilotage, Disposer du véhicule adapté, Réduction de la pollution Economie de carburant","[ 1.8315853   0.18557891  0.57887185 ...  1.1719433  -0.13785127
  0.21725324]"
473,"Covoiturage, Proposer les solutions adéquats à chaque employé et chaque visiteur, Adaptation des modes de transport pour les employés et les visiteurs","[ 1.1690621   0.62990147  0.36108416 ...  0.17894474  0.64295554
 -0.6835369 ]"
474,"Covoiturage, Zones desservies par les transports en commun, Réduction des véhicules individuels (voitures) Réduction des émissions de GES","[ 1.1193422  -0.5993535   0.64942175 ...  0.26220655 -0.9266673
 -0.754948  ]"
475,"Matériel roulant, de gain sur la consommation de carburant en supprimant la galerie à vide., Moins de résistance à l'air Economie de carburant","[ 2.2059896   0.5289353   1.396992   ...  0.38169745 -0.6185709
  0.92597115]"
476,"Gestion et pilotage, Prise en compte des trajets, de la capacité des véhicules, Optimisation du parcours de livraison Gain de temps et de carburant","[ 2.103364    0.05763846  0.07048096 ...  0.45703235 -0.63873523
 -0.38423043]"
478,"Covoiturage, Gain de temps et d'argent Réduction de l'utilisation des transports","[ 2.1257372  -0.77528     1.2426472  ...  1.1517779   0.24065222
  0.15959305]"
479,"Matériel roulant, Budget limité pour l'achat d'un véhicule, Choix d'un véhicule plus respectueux de l'environnement Réduction des émissions de GES","[ 1.0545639   0.19365297 -0.4337722  ... -0.13883696 -0.68707424
  1.006743  ]"
480,"Matériel roulant, La réussite de la solution implique l'engagement du personnel., Economie d'énergie importante Gains sur le viellisement du matériel","[ 1.0979518   0.40571463  0.38810155 ...  0.3388199  -0.9856573
 -0.07553965]"
481,"Matériel roulant, Autonomie plus faible que toute autre voiture (hybride, essence, diesel, GPL...) Manque de bornes de recharge sur le territoire, pour 100 km en rechargeant pendant les heures creuses., Economie de carburant fossile Réduction considérable de la pollution (pas d'émission de GES)","[ 1.7773893   0.3429588   0.94720167 ...  1.0601616   0.19148172
 -0.59424293]"
482,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
483,"Gestion et pilotage, Connaissance approfondie du comportement et de l'inertie de l'unité nécessaire., Une conduite ou régulation inadaptée peut conduire à des surconsommation de plus de 30%, Diminution des pertes de chaleur lorsque les températures sont diminuées.","[ 1.2940475  -0.7049116   0.8413838  ...  0.08872131 -0.10810786
  0.62383693]"
484,"Maintenance, ","[-0.15292096  1.0839077  -0.9549962  ... -0.36191922  0.16161466
  1.2762885 ]"
485,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
486,"Séchage, La solution nécessite une étude thermique pour chaque produit. Pour s'assurer d'une consommation optimale du sécheur, l'analyse doit être réitérée à plusieurs reprises espacées dans le temps., sur la consommation d'énergie d'un séchoir initialement mal utilisé, Adaptation de la consommation au besoin réel. Consommation réduite. En diminuant les temps de séchage, des gains sont réalisables sur la productivité.","[ 1.2915705  -0.7153866   0.9108466  ... -0.00550668  0.4016194
 -0.30806166]"
487,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
488,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
489,"Séchage, de la consommation énergétique","[ 2.9380815  -0.44204825  2.0021698  ... -0.2940273  -1.4957856
  0.23780724]"
490,"Gestion et pilotage, sur le chauffage de produits épais","[ 1.6021991  -1.1410668   0.20360903 ...  0.31629086 -1.1901945
 -1.808331  ]"
491,"Séchage, Cette technologie est réservée aux petites pièces notamment dans le domaine de la Plasturgie., pour des applications proches de ceux des infrarouges : chauffage direct et localisé, Séchage très rapide","[ 2.0326924  -0.81678677  0.8356874  ... -0.5339629  -0.8760557
 -2.5717452 ]"
492,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
494,"Séchage, d'économie d'énergie par rapport à un séchage thermique","[ 2.6153932  -0.68789655  0.19079676 ...  0.2568484  -1.9575386
 -0.49866104]"
495,"Séchage, sur la consommation d'énergie dédiée au séchage","[ 3.1570103  -0.03210263  1.4512606  ...  0.42233765 -0.9349971
 -0.5304314 ]"
496,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
497,"Gestion et pilotage, 100 EUR/kW installé, Plutôt adapté au chauffage de solution aqueuse à une température <100°C Nécessite une maintenance régulière et adaptée (vérifier l'encrassement, filtre à air comburant) Dans le cas de positionnement en fond de cuve, la dimension de la zone de chauffe est relativement importante Nuisance sonore du surpresseur d'air, Rendement élevé dû à l'absence de pertes thermiques Souplesse d'installation Régulation simple Investissement modéré par rapport aux autres systèmes Adapté à tout type de liquide Fonctionnement avec un bon taux de charge Bonne durée de vie en cas d'entretien régulier","[ 1.6365421  -0.6914493   1.0722892  ...  0.52166677 -1.0396357
 -0.76722443]"
500,"Réseau, d'économies d'énergie","[ 2.0832062  -0.24800569  1.7255669  ...  1.6004988  -1.3611212
  0.34074473]"
502,"Ajustement production/besoin, Etablir un profil de la demande, Meilleure gestion de la production et de la distribution d'air comprimé Durée de fonctionnement optimal des compesseurs","[ 2.3350122  -0.08942318  0.46577018 ... -0.3860943   0.5533315
  0.22752671]"
503,"Pompe, ",[ 2.396796  -1.3242671 -1.7151649 ...  1.1726811 -1.4869254 -0.5247237]
504,"Régulation, Procédure d'arrêt des équipement à créer et à mettre en place avec le personel. La réussite est aussi liée à la volonté des utilisateurs du poste de travail., Gain sur le chauffage de l'atelier car en arrêtant les ventilateurs, moins d'air chaud sera évacué de l'atelier.","[ 1.605717   -0.29582363  0.57358134 ... -0.05865426 -0.963585
 -1.0105114 ]"
505,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
506,"Réseau, Nécessite une vérification régulière des fuites, Meilleure efficacité Diminution des rejets de gaz à effet de serre","[ 1.1960144  -0.3014043   0.6441211  ...  0.600347   -0.00135403
 -0.60787225]"
507,"Régulation, Investissement plus important Problèmes d’harmoniques, de la consommation instantanée, COP optimisé Durée de vie du compresseur prolongée (diminution du nombre de démarrage/arrêts) Compresseur dimensionné plus petit","[ 0.77852315  0.10135216  0.5631241  ...  0.4015979   0.29629642
 -0.21706581]"
508,"Ajustement production/besoin, Sensibilitation du personnel, Equipement d'automatisation de l'arrêt du moteur le plus approprié à réfléchir en amont., A vide, un moteur consomme environ 30 % de sa consommation nominale., Limitation des gaspillages, Réduction de la consommation talon.","[ 2.11605    -0.08652329  0.7362633  ...  0.37081692  0.48602295
  0.90856653]"
509,"Ajustement production/besoin, ","[ 1.259853   -0.42192352  1.1392239  ...  0.46084225  0.3140857
  1.0426279 ]"
510,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
511,"Maintenance, ","[-0.15292096  1.0839077  -0.9549962  ... -0.36191922  0.16161466
  1.2762885 ]"
512,"Régulation, ","[ 0.34231818 -1.4186722   0.28337595 ... -1.0273651   0.12602282
 -0.31039697]"
513,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
514,"Gestion et pilotage, diminution du taux de flicker","[ 2.012903    0.13320267  0.19635671 ... -0.16715531  0.6806461
 -1.8440303 ]"
515,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
516,"Transformateur, ","[ 3.630227    1.015212   -1.0360565  ... -0.43734497 -1.8556805
 -1.8054097 ]"
518,"Transformateur, ","[ 3.630227    1.015212   -1.0360565  ... -0.43734497 -1.8556805
 -1.8054097 ]"
529,"Réseau, Plus cher qu'un lave-linge classique, Réduction de 15% de la consommation d'eau Réduction de la consommation d'électricité, Durée de vie de 15 ans (au lieu de 10 ans pour des lave-linge classiques)","[ 1.7254443   0.2704075   1.8721689  ... -0.07292183 -0.64965373
  0.5292714 ]"
530,"Gestion et pilotage, Coût d'achat de l'équipement. Installation rapidement rentabilisée., Plus cher qu'un réfrigérateur standard., Equipement plus respectueux de l'environnement: environ 20% d'économie d'énergie, optimisation de l'isolation. L'achat d'un appareil de froid domestique de classe A+ (ou plus) donne droit à des certificats d'énergie.","[ 1.6628767  -0.20121016  0.05650552 ...  0.03576361  0.04565917
 -0.12296187]"
531,"Luminaire, ","[ 0.8930924  -1.5486379  -0.35526752 ... -0.15016858 -1.4150249
  0.01208796]"
534,"Gestion et pilotage, Coût de la formation., Comportement adapté du personnel à l'utilisation rationnelle de l'énergie.","[ 2.1087701   0.77293456  0.4110046  ...  0.56310266 -0.5359378
 -0.8337266 ]"
535,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
539,"Production, pour l'achat du matériel (capteurs solaires, ballon...), Orientation vers le sud et pente à environ 45° Exposition au soleil qui assurent la rentabilité de l'installation Surface moyenne de 3 à 5 m², 75% d'économie d'électricité Durée de vie d'environ 15 ans, Fournit au minimum 50% des besoins en eau chaude d'un foyer","[ 2.2964199  -0.68759     0.7783326  ...  0.29915684 -0.25792414
 -0.41415793]"
